{'R_grad_norm': 0.7093528971076012, 'training_loss': 1.890427017211914}
{'R_grad_norm': 0.7298275524377823, 'training_loss': 1.6800788116455079}
{'R_grad_norm': 0.7347116842865944, 'training_loss': 1.6030629205703735}
{'R_grad_norm': 0.7343525660037994, 'training_loss': 1.5722633695602417}
{'R_grad_norm': 0.7345446297526359, 'training_loss': 1.523637773990631}
{'R_grad_norm': 0.7337887197732925, 'training_loss': 1.5121988582611083}
{'R_grad_norm': 0.7339791136980057, 'training_loss': 1.4931016927957534}
{'R_grad_norm': 0.7353117284178734, 'training_loss': 1.4798303765058518}
{'R_grad_norm': 0.7358185631036759, 'training_loss': 1.4689416235685349}
{'R_grad_norm': 0.7330012404918671, 'training_loss': 1.463757273554802}
{'R_grad_norm': 0.7333249968290328, 'training_loss': 1.443461337685585}
{'R_grad_norm': 0.7331878715753555, 'training_loss': 1.433464053273201}
{'R_grad_norm': 0.7317064818739891, 'training_loss': 1.4211694145202636}
{'R_grad_norm': 0.7322187897562981, 'training_loss': 1.4169065922498703}
{'R_grad_norm': 0.7328676447272301, 'training_loss': 1.4102892941236496}
{'R_grad_norm': 0.7313660290837288, 'training_loss': 1.4081154727935792}
{'R_grad_norm': 0.7298714265227317, 'training_loss': 1.4072025525569916}
{'R_grad_norm': 0.7283711194992065, 'training_loss': 1.38618643283844}
{'R_grad_norm': 0.7293335127830506, 'training_loss': 1.3892319810390472}
{'R_grad_norm': 0.7255137258768082, 'training_loss': 1.3802175211906433}
{'R_grad_norm': 0.7290430292487144, 'training_loss': 1.3794993937015534}
{'R_grad_norm': 0.7277364414930344, 'training_loss': 1.3784405082464217}
{'R_grad_norm': 0.7259261989593506, 'training_loss': 1.3801670801639556}
{'R_grad_norm': 0.7253613567352295, 'training_loss': 1.364910084605217}
{'R_grad_norm': 0.7257801485061646, 'training_loss': 1.3669818204641342}
{'R_grad_norm': 0.7273014423251152, 'training_loss': 1.3615438890457154}
{'R_grad_norm': 0.7246040803194046, 'training_loss': 1.3609787440299987}
{'R_grad_norm': 0.7229579830169678, 'training_loss': 1.3599954134225845}
{'R_grad_norm': 0.7233805879950523, 'training_loss': 1.3473091995716096}
{'R_grad_norm': 0.722177441418171, 'training_loss': 1.3477683794498443}
{'R_grad_norm': 0.7245758661627769, 'training_loss': 1.3468278223276138}
{'R_grad_norm': 0.7238282161951065, 'training_loss': 1.3531758254766464}
{'R_grad_norm': 0.721962853372097, 'training_loss': 1.3492032808065415}
{'R_grad_norm': 0.7215286263823509, 'training_loss': 1.3356896233558655}
{'R_grad_norm': 0.7207650557160378, 'training_loss': 1.3417439621686935}
{'R_grad_norm': 0.7203947624564171, 'training_loss': 1.3433312165737152}
{'R_grad_norm': 0.7190506505966187, 'training_loss': 1.3298442435264588}
{'R_grad_norm': 0.7170703878998756, 'training_loss': 1.3341275548934937}
{'R_grad_norm': 0.7182892143726349, 'training_loss': 1.3275412565469742}
{'R_grad_norm': 0.7165548515319824, 'training_loss': 1.3291656798124314}
{'R_grad_norm': 0.7177513214945793, 'training_loss': 1.3289695531129837}
{'R_grad_norm': 0.7176862639188767, 'training_loss': 1.325784062743187}
{'R_grad_norm': 0.7178705126047135, 'training_loss': 1.3331432628631592}
{'R_grad_norm': 0.7170906659960746, 'training_loss': 1.3201634061336518}
{'R_grad_norm': 0.7175617671012878, 'training_loss': 1.3240405011177063}
{'R_grad_norm': 0.7146986967325211, 'training_loss': 1.3120423299074173}
{'R_grad_norm': 0.7141922563314438, 'training_loss': 1.3049324822425843}
{'R_grad_norm': 0.7123177760839462, 'training_loss': 1.3078155618906022}
{'R_grad_norm': 0.7136544048786163, 'training_loss': 1.3087376880645751}
{'R_grad_norm': 0.7140347623825073, 'training_loss': 1.3078435909748078}
{'R_grad_norm': 0.7121675875782967, 'training_loss': 1.3106344801187515}
{'R_grad_norm': 0.7145812928676605, 'training_loss': 1.3118833965063095}
{'R_grad_norm': 0.7135222586989403, 'training_loss': 1.3121195584535599}
{'R_grad_norm': 0.7149773266911507, 'training_loss': 1.315762819647789}
{'R_grad_norm': 0.7146853005886078, 'training_loss': 1.3026960408687591}
{'R_grad_norm': 0.7118866458535195, 'training_loss': 1.2977529925107956}
{'R_grad_norm': 0.711745771765709, 'training_loss': 1.303825924396515}
{'R_grad_norm': 0.7087640243768693, 'training_loss': 1.2929879927635193}
{'R_grad_norm': 0.7118757483363152, 'training_loss': 1.3116296619176864}
{'R_grad_norm': 0.7137325525283813, 'training_loss': 1.308524363040924}
