{'R_grad_norm': 0.9592377203702926, 'training_loss': 5.730931341648102}
{'R_grad_norm': 0.9604862403869628, 'training_loss': 5.587084686756134}
{'R_grad_norm': 0.9698269036412239, 'training_loss': 5.492120065689087}
{'R_grad_norm': 0.9751804342865944, 'training_loss': 5.3720844149589535}
{'R_grad_norm': 0.9801941996812821, 'training_loss': 5.277582294940949}
{'R_grad_norm': 0.982936709523201, 'training_loss': 5.19220055103302}
{'R_grad_norm': 0.9866100090742111, 'training_loss': 5.117318212985992}
{'R_grad_norm': 0.9850611266493797, 'training_loss': 5.0412186026573185}
{'R_grad_norm': 0.9900578951835632, 'training_loss': 5.012173988819122}
{'R_grad_norm': 0.9923369315266609, 'training_loss': 4.9665012001991276}
{'R_grad_norm': 0.988648821413517, 'training_loss': 4.897442076206207}
{'R_grad_norm': 0.9911757478117943, 'training_loss': 4.879019539356232}
{'R_grad_norm': 0.9890012627840042, 'training_loss': 4.840071625709534}
{'R_grad_norm': 0.9870941045880318, 'training_loss': 4.803648855686188}
{'R_grad_norm': 0.9881498661637306, 'training_loss': 4.782083644866943}
{'R_grad_norm': 0.9880162891745567, 'training_loss': 4.7722773003578185}
{'R_grad_norm': 0.9878165659308433, 'training_loss': 4.738116755485534}
{'R_grad_norm': 0.9858765053749085, 'training_loss': 4.705866158008575}
{'R_grad_norm': 0.9868001785874366, 'training_loss': 4.713625822067261}
{'R_grad_norm': 0.9847089383006096, 'training_loss': 4.694862933158874}
{'R_grad_norm': 0.9825985035300255, 'training_loss': 4.660142464637756}
{'R_grad_norm': 0.9866687473654747, 'training_loss': 4.675946698188782}
{'R_grad_norm': 0.9838654935359955, 'training_loss': 4.656341795921326}
{'R_grad_norm': 0.9825993585586548, 'training_loss': 4.636571242809295}
{'R_grad_norm': 0.9826496258378029, 'training_loss': 4.626919312477112}
{'R_grad_norm': 0.9843887206912041, 'training_loss': 4.637770159244537}
{'R_grad_norm': 0.9823706278204918, 'training_loss': 4.625442786216736}
{'R_grad_norm': 0.979941516816616, 'training_loss': 4.596779816150665}
{'R_grad_norm': 0.9819047719240188, 'training_loss': 4.601880774497986}
{'R_grad_norm': 0.9811205598711967, 'training_loss': 4.593951849937439}
{'R_grad_norm': 0.9775677987933159, 'training_loss': 4.562852425575256}
{'R_grad_norm': 0.9791455978155136, 'training_loss': 4.5761109375953675}
{'R_grad_norm': 0.9782363498210906, 'training_loss': 4.560112507343292}
{'R_grad_norm': 0.9757473146915436, 'training_loss': 4.538195662498474}
{'R_grad_norm': 0.9781082299351692, 'training_loss': 4.562972705364228}
{'R_grad_norm': 0.9752688646316529, 'training_loss': 4.538012278079987}
{'R_grad_norm': 0.9738257491588592, 'training_loss': 4.534032447338104}
{'R_grad_norm': 0.9746258801221848, 'training_loss': 4.53099175453186}
{'R_grad_norm': 0.9723915579915047, 'training_loss': 4.525006909370422}
{'R_grad_norm': 0.9730761042237281, 'training_loss': 4.520030794143676}
{'R_grad_norm': 0.9731192150712014, 'training_loss': 4.518698048591614}
{'R_grad_norm': 0.9720017552375794, 'training_loss': 4.50174845457077}
{'R_grad_norm': 0.9715877336263656, 'training_loss': 4.512548222541809}
{'R_grad_norm': 0.9710939666628837, 'training_loss': 4.498843894004822}
{'R_grad_norm': 0.9723759794235229, 'training_loss': 4.5017198252677915}
{'R_grad_norm': 0.9700350493192673, 'training_loss': 4.4868577551841735}
{'R_grad_norm': 0.9689165303111076, 'training_loss': 4.471128723621368}
{'R_grad_norm': 0.9714676809310913, 'training_loss': 4.4902653932571415}
{'R_grad_norm': 0.9701452428102493, 'training_loss': 4.476804201602936}
{'R_grad_norm': 0.9683755034208298, 'training_loss': 4.471162729263305}
{'R_grad_norm': 0.9678781789541244, 'training_loss': 4.464966185092926}
{'R_grad_norm': 0.968336409330368, 'training_loss': 4.474244694709778}
{'R_grad_norm': 0.9649342253804207, 'training_loss': 4.4575594353675845}
{'R_grad_norm': 0.9689942792057991, 'training_loss': 4.468738176822662}
{'R_grad_norm': 0.9689988368749618, 'training_loss': 4.4614069414138795}
{'R_grad_norm': 0.9638338056206703, 'training_loss': 4.448920271396637}
{'R_grad_norm': 0.9710494926571847, 'training_loss': 4.488375864028931}
{'R_grad_norm': 0.9667520076036453, 'training_loss': 4.4536767363548275}
{'R_grad_norm': 0.9672064423561096, 'training_loss': 4.4532495522499085}
{'R_grad_norm': 0.9647256913781166, 'training_loss': 4.440568919181824}
{'R_grad_norm': 0.9654328697919845, 'training_loss': 4.442630019187927}
{'R_grad_norm': 0.9645051524043083, 'training_loss': 4.436516907215118}
{'R_grad_norm': 0.9635502541065216, 'training_loss': 4.433869736194611}
{'R_grad_norm': 0.9652615010738372, 'training_loss': 4.433580238819122}
{'R_grad_norm': 0.9652269405126571, 'training_loss': 4.4225720286369326}
{'R_grad_norm': 0.9628697127103806, 'training_loss': 4.42278573513031}
{'R_grad_norm': 0.9648418110609055, 'training_loss': 4.4186981320381165}
{'R_grad_norm': 0.9641581586003304, 'training_loss': 4.428762981891632}
{'R_grad_norm': 0.9634311380982399, 'training_loss': 4.427697219848633}
{'R_grad_norm': 0.9636290696263313, 'training_loss': 4.427095727920532}
{'R_grad_norm': 0.9667540240287781, 'training_loss': 4.444014692306519}
{'R_grad_norm': 0.962896757721901, 'training_loss': 4.4131931614875795}
{'R_grad_norm': 0.9653524133563042, 'training_loss': 4.42538756608963}
{'R_grad_norm': 0.960491658449173, 'training_loss': 4.39451416015625}
{'R_grad_norm': 0.9644607394933701, 'training_loss': 4.419647800922394}
{'R_grad_norm': 0.9652359986305237, 'training_loss': 4.418050639629364}
{'R_grad_norm': 0.9636388343572616, 'training_loss': 4.416225891113282}
{'R_grad_norm': 0.9630068042874336, 'training_loss': 4.402823970317841}
{'R_grad_norm': 0.9654773044586181, 'training_loss': 4.420670664310455}
{'R_grad_norm': 0.9633393532037735, 'training_loss': 4.408773968219757}
{'R_grad_norm': 0.963433734178543, 'training_loss': 4.404763700962067}
{'R_grad_norm': 0.963635461628437, 'training_loss': 4.408857090473175}
{'R_grad_norm': 0.9621974414587021, 'training_loss': 4.400680932998657}
