{'R_grad_norm': 1.4492387115955352, 'training_loss': 10.121423678398132}
{'R_grad_norm': 1.473006807565689, 'training_loss': 9.946148681640626}
{'R_grad_norm': 1.484170169234276, 'training_loss': 9.815779066085815}
{'R_grad_norm': 1.4871453386545181, 'training_loss': 9.645879893302917}
{'R_grad_norm': 1.501729000210762, 'training_loss': 9.584781994819641}
{'R_grad_norm': 1.511262400150299, 'training_loss': 9.51754898071289}
{'R_grad_norm': 1.5141041994094848, 'training_loss': 9.426054463386535}
{'R_grad_norm': 1.5161955630779267, 'training_loss': 9.335938429832458}
{'R_grad_norm': 1.5192844724655152, 'training_loss': 9.280450353622436}
{'R_grad_norm': 1.5216179132461547, 'training_loss': 9.218842787742615}
{'R_grad_norm': 1.5216695827245712, 'training_loss': 9.171974320411682}
{'R_grad_norm': 1.519168689250946, 'training_loss': 9.085740203857421}
{'R_grad_norm': 1.5194016516208648, 'training_loss': 9.042324829101563}
{'R_grad_norm': 1.5182359904050826, 'training_loss': 9.015535621643066}
{'R_grad_norm': 1.518759223818779, 'training_loss': 8.96149001121521}
{'R_grad_norm': 1.5218573850393295, 'training_loss': 8.95115282535553}
{'R_grad_norm': 1.5181755071878433, 'training_loss': 8.910051808357238}
{'R_grad_norm': 1.5201028841733932, 'training_loss': 8.875892009735107}
{'R_grad_norm': 1.5098959958553315, 'training_loss': 8.792868695259095}
{'R_grad_norm': 1.5140328985452651, 'training_loss': 8.794430613517761}
{'R_grad_norm': 1.51574094414711, 'training_loss': 8.767223415374756}
{'R_grad_norm': 1.5150065100193024, 'training_loss': 8.755090789794922}
{'R_grad_norm': 1.5123007345199584, 'training_loss': 8.720164499282838}
{'R_grad_norm': 1.5129127526283264, 'training_loss': 8.698930053710937}
{'R_grad_norm': 1.5076905769109725, 'training_loss': 8.645622701644898}
{'R_grad_norm': 1.5099153476953506, 'training_loss': 8.64788547039032}
{'R_grad_norm': 1.508326923251152, 'training_loss': 8.60863995552063}
{'R_grad_norm': 1.5081214171648025, 'training_loss': 8.606526958942414}
{'R_grad_norm': 1.5079493230581285, 'training_loss': 8.59871277809143}
{'R_grad_norm': 1.507492349743843, 'training_loss': 8.588615479469299}
{'R_grad_norm': 1.5035570859909058, 'training_loss': 8.545861377716065}
{'R_grad_norm': 1.5048231768608094, 'training_loss': 8.541230921745301}
{'R_grad_norm': 1.5045864552259445, 'training_loss': 8.527366471290588}
{'R_grad_norm': 1.5017874878644943, 'training_loss': 8.49726080417633}
{'R_grad_norm': 1.5053190988302232, 'training_loss': 8.515071024894715}
{'R_grad_norm': 1.503980803489685, 'training_loss': 8.507017748355866}
{'R_grad_norm': 1.500520285964012, 'training_loss': 8.479797942638397}
{'R_grad_norm': 1.4963548398017883, 'training_loss': 8.45570347070694}
{'R_grad_norm': 1.4978689229488373, 'training_loss': 8.44933441400528}
{'R_grad_norm': 1.5031180304288865, 'training_loss': 8.469258344173431}
{'R_grad_norm': 1.4939368051290511, 'training_loss': 8.398025197982788}
{'R_grad_norm': 1.495194025039673, 'training_loss': 8.4027792596817}
{'R_grad_norm': 1.4949110871553422, 'training_loss': 8.397044739723206}
{'R_grad_norm': 1.4935889744758606, 'training_loss': 8.396935753822326}
