{'R_grad_norm': 0.6631411951780319, 'training_loss': 1.4017206013202668}
{'R_grad_norm': 0.6985000014305115, 'training_loss': 1.2350192511081695}
{'R_grad_norm': 0.7086795842647553, 'training_loss': 1.163966230750084}
{'R_grad_norm': 0.707871016561985, 'training_loss': 1.1305717223882674}
{'R_grad_norm': 0.709896844625473, 'training_loss': 1.1189606979489326}
{'R_grad_norm': 0.7088394540548325, 'training_loss': 1.0935449755191804}
{'R_grad_norm': 0.7060404887795448, 'training_loss': 1.0809629899263382}
{'R_grad_norm': 0.7090769141912461, 'training_loss': 1.0701321840286255}
{'R_grad_norm': 0.7068445357680321, 'training_loss': 1.0624696093797683}
{'R_grad_norm': 0.7050563511252403, 'training_loss': 1.0485502898693084}
{'R_grad_norm': 0.7045873391628266, 'training_loss': 1.0382626828551293}
{'R_grad_norm': 0.700870986878872, 'training_loss': 1.044189575612545}
{'R_grad_norm': 0.7011757934093475, 'training_loss': 1.0377442586421965}
{'R_grad_norm': 0.7015935134887695, 'training_loss': 1.0225238662958145}
{'R_grad_norm': 0.7001502865552902, 'training_loss': 1.0186140009760856}
{'R_grad_norm': 0.6999096435308456, 'training_loss': 1.005814452767372}
{'R_grad_norm': 0.6972094571590424, 'training_loss': 1.0046963196992875}
{'R_grad_norm': 0.6999499979615211, 'training_loss': 1.0129146924614907}
{'R_grad_norm': 0.6981235793232918, 'training_loss': 0.9983107912540435}
{'R_grad_norm': 0.6954665485024453, 'training_loss': 0.9968634533882141}
{'R_grad_norm': 0.6931807789206504, 'training_loss': 1.001782736182213}
{'R_grad_norm': 0.6933326160907746, 'training_loss': 0.9925800225138665}
{'R_grad_norm': 0.6950315991044045, 'training_loss': 0.9942311719059944}
{'R_grad_norm': 0.6927949741482735, 'training_loss': 0.9898005524277687}
{'R_grad_norm': 0.6892683890461921, 'training_loss': 0.9853415024280548}
{'R_grad_norm': 0.6918341740965843, 'training_loss': 0.9851181790232658}
{'R_grad_norm': 0.6904640391469001, 'training_loss': 0.9862341782450676}
{'R_grad_norm': 0.6921166494488716, 'training_loss': 0.9819540816545487}
{'R_grad_norm': 0.6923321375250816, 'training_loss': 0.9815866658091545}
{'R_grad_norm': 0.6903996419906616, 'training_loss': 0.9800831416249275}
{'R_grad_norm': 0.6899921882152558, 'training_loss': 0.9805316370725632}
{'R_grad_norm': 0.6834876689314843, 'training_loss': 0.9724594384431839}
{'R_grad_norm': 0.6873278120160102, 'training_loss': 0.9786257821321488}
{'R_grad_norm': 0.6853104665875435, 'training_loss': 0.9710487136244774}
{'R_grad_norm': 0.6862911480665207, 'training_loss': 0.9667536541819572}
{'R_grad_norm': 0.6844745555520058, 'training_loss': 0.9621260142326356}
{'R_grad_norm': 0.6836511620879173, 'training_loss': 0.9672694003582001}
{'R_grad_norm': 0.6842918682098389, 'training_loss': 0.9667123508453369}
{'R_grad_norm': 0.6839662414789199, 'training_loss': 0.9620715123414993}
{'R_grad_norm': 0.682091777920723, 'training_loss': 0.9600212392210961}
{'R_grad_norm': 0.6842017346620559, 'training_loss': 0.9573417463898659}
{'R_grad_norm': 0.6812383925914764, 'training_loss': 0.9559383746981621}
{'R_grad_norm': 0.6822098103165627, 'training_loss': 0.9563841536641121}
{'R_grad_norm': 0.6796494254469871, 'training_loss': 0.9466248714923858}
{'R_grad_norm': 0.6802764201164245, 'training_loss': 0.9571329820156097}
{'R_grad_norm': 0.6802547556161881, 'training_loss': 0.9514865738153457}
{'R_grad_norm': 0.6771687772870064, 'training_loss': 0.9487153521180153}
{'R_grad_norm': 0.6786770424246789, 'training_loss': 0.9492922878265381}
{'R_grad_norm': 0.6762956205010414, 'training_loss': 0.9483368876576423}
{'R_grad_norm': 0.6781103712320328, 'training_loss': 0.9443176537752151}
{'R_grad_norm': 0.6772075608372689, 'training_loss': 0.9505468136072159}
{'R_grad_norm': 0.6768017718195916, 'training_loss': 0.9485696199536323}
{'R_grad_norm': 0.6761993509531021, 'training_loss': 0.941281832754612}
{'R_grad_norm': 0.6745607361197472, 'training_loss': 0.9420509988069534}
{'R_grad_norm': 0.6745606589317322, 'training_loss': 0.950342226922512}
{'R_grad_norm': 0.6741614595055581, 'training_loss': 0.9445004162192344}
{'R_grad_norm': 0.6722313037514687, 'training_loss': 0.9397189930081368}
{'R_grad_norm': 0.673174312710762, 'training_loss': 0.9496846348047256}
{'R_grad_norm': 0.6743739461898803, 'training_loss': 0.9456510043144226}
{'R_grad_norm': 0.6754355615377426, 'training_loss': 0.9507190307974815}
{'R_grad_norm': 0.6720936924219132, 'training_loss': 0.9396144127845765}
{'R_grad_norm': 0.6712396851181984, 'training_loss': 0.9442408338189126}
{'R_grad_norm': 0.6710728281736373, 'training_loss': 0.9371160185337066}
{'R_grad_norm': 0.6682499435544014, 'training_loss': 0.9333185681700706}
{'R_grad_norm': 0.6704941663146019, 'training_loss': 0.9362298780679703}
{'R_grad_norm': 0.671229011118412, 'training_loss': 0.9452011182904243}
{'R_grad_norm': 0.6707576483488082, 'training_loss': 0.9395812723040581}
{'R_grad_norm': 0.6687230914831161, 'training_loss': 0.9328972339630127}
{'R_grad_norm': 0.6681881406903267, 'training_loss': 0.9346134182810784}
{'R_grad_norm': 0.6688561859726906, 'training_loss': 0.9362264209985733}
{'R_grad_norm': 0.6709075048565865, 'training_loss': 0.9406187748908996}
{'R_grad_norm': 0.6680397382378578, 'training_loss': 0.9382068455219269}
{'R_grad_norm': 0.6707481199502945, 'training_loss': 0.9335443687438965}
{'R_grad_norm': 0.6678732812404633, 'training_loss': 0.930168169438839}
{'R_grad_norm': 0.6703028598427773, 'training_loss': 0.9291252535581589}
{'R_grad_norm': 0.6704533159732818, 'training_loss': 0.9331185090541839}
{'R_grad_norm': 0.6685616850852967, 'training_loss': 0.9344302242994309}
{'R_grad_norm': 0.6674257129430771, 'training_loss': 0.9345784372091294}
{'R_grad_norm': 0.6650765699148178, 'training_loss': 0.9261322003602982}
{'R_grad_norm': 0.6682848304510116, 'training_loss': 0.934007672071457}
{'R_grad_norm': 0.6664894297719002, 'training_loss': 0.9277707603573799}
{'R_grad_norm': 0.6669238388538361, 'training_loss': 0.9298698088526726}
