{'R_grad_norm': 0.7531521764397621, 'training_loss': 2.7127686309814454}
{'R_grad_norm': 0.7437704193592072, 'training_loss': 2.516917450428009}
{'R_grad_norm': 0.7421226823329925, 'training_loss': 2.4272425055503843}
{'R_grad_norm': 0.7452867782115936, 'training_loss': 2.373617970943451}
{'R_grad_norm': 0.7477624553442002, 'training_loss': 2.3366872441768645}
{'R_grad_norm': 0.7476086539030075, 'training_loss': 2.3014336585998536}
{'R_grad_norm': 0.7481575438380241, 'training_loss': 2.2735603821277617}
{'R_grad_norm': 0.7508508667349816, 'training_loss': 2.2531924521923066}
{'R_grad_norm': 0.7498329049348831, 'training_loss': 2.2229399275779724}
{'R_grad_norm': 0.7503880131244659, 'training_loss': 2.19237946331501}
{'R_grad_norm': 0.7513233134150505, 'training_loss': 2.187037565112114}
{'R_grad_norm': 0.7497551336884498, 'training_loss': 2.1636068487167357}
{'R_grad_norm': 0.751043940782547, 'training_loss': 2.148531751036644}
{'R_grad_norm': 0.7505372354388237, 'training_loss': 2.1274312955141066}
{'R_grad_norm': 0.7535459184646607, 'training_loss': 2.1334543335437774}
{'R_grad_norm': 0.7516935020685196, 'training_loss': 2.124512845277786}
{'R_grad_norm': 0.7519071087241173, 'training_loss': 2.1060434913635255}
{'R_grad_norm': 0.7508689144253731, 'training_loss': 2.086565052270889}
{'R_grad_norm': 0.7517535209655761, 'training_loss': 2.0870917266607285}
{'R_grad_norm': 0.7497603461146355, 'training_loss': 2.067978737950325}
{'R_grad_norm': 0.7493008518218994, 'training_loss': 2.062129467725754}
{'R_grad_norm': 0.7513231042027474, 'training_loss': 2.0656188255548478}
{'R_grad_norm': 0.7494239401817322, 'training_loss': 2.0620771247148513}
{'R_grad_norm': 0.7494355368614197, 'training_loss': 2.047534064054489}
{'R_grad_norm': 0.7485752123594284, 'training_loss': 2.035399485230446}
{'R_grad_norm': 0.7504810944199563, 'training_loss': 2.054138799905777}
{'R_grad_norm': 0.7478397995233536, 'training_loss': 2.0317021334171295}
{'R_grad_norm': 0.7489066824316979, 'training_loss': 2.02218994140625}
{'R_grad_norm': 0.7518681240081787, 'training_loss': 2.038578112721443}
{'R_grad_norm': 0.7482158222794533, 'training_loss': 2.021076990365982}
