{'R_grad_norm': 0.8632604825496674, 'training_loss': 4.60588977098465}
{'R_grad_norm': 0.859391235113144, 'training_loss': 4.471857147216797}
{'R_grad_norm': 0.8645129391551017, 'training_loss': 4.358505265712738}
{'R_grad_norm': 0.8684311884641648, 'training_loss': 4.2515556204319}
{'R_grad_norm': 0.8730363473296165, 'training_loss': 4.173660233020782}
{'R_grad_norm': 0.8753876203298568, 'training_loss': 4.0996529221534725}
{'R_grad_norm': 0.8754064932465553, 'training_loss': 4.018018554449082}
{'R_grad_norm': 0.8816491422057152, 'training_loss': 3.999169490337372}
{'R_grad_norm': 0.8769809409976006, 'training_loss': 3.926053819656372}
{'R_grad_norm': 0.8793673312664032, 'training_loss': 3.8939242243766783}
{'R_grad_norm': 0.879701766371727, 'training_loss': 3.8676150858402254}
{'R_grad_norm': 0.8803453865647316, 'training_loss': 3.8345906853675844}
{'R_grad_norm': 0.8807382023334503, 'training_loss': 3.818341236114502}
{'R_grad_norm': 0.8774994713068008, 'training_loss': 3.787948820590973}
{'R_grad_norm': 0.8794773945212364, 'training_loss': 3.766571855545044}
{'R_grad_norm': 0.8809429395198822, 'training_loss': 3.757024837732315}
{'R_grad_norm': 0.8804507723450661, 'training_loss': 3.7361949670314787}
{'R_grad_norm': 0.8778593152761459, 'training_loss': 3.7134268999099733}
{'R_grad_norm': 0.8787814250588417, 'training_loss': 3.711386334896088}
{'R_grad_norm': 0.8763849812746048, 'training_loss': 3.682792195081711}
{'R_grad_norm': 0.8783214375376701, 'training_loss': 3.690658634901047}
{'R_grad_norm': 0.8760383728146554, 'training_loss': 3.661901295185089}
{'R_grad_norm': 0.874313297867775, 'training_loss': 3.644128339290619}
{'R_grad_norm': 0.8788347309827804, 'training_loss': 3.663324463367462}
{'R_grad_norm': 0.8786014235019683, 'training_loss': 3.657442978620529}
{'R_grad_norm': 0.877281482219696, 'training_loss': 3.6440562307834625}
{'R_grad_norm': 0.8786236056685448, 'training_loss': 3.641683969497681}
